ID,Offboarding,Onboarding,Time,Zone,x_pos,y_pos
1000,True,False,1652101212,13,0.0,13
1001,False,True,1652101212,5,0.0,5
1002,False,True,1652101212,13,0.0,13
1000,True,False,1652101213,938,67.0,0
1001,False,True,1652101213,19,1.0,5
1002,False,True,1652101213,13,0.0,13
1001,False,True,1652101214,33,2.0,5
1002,False,True,1652101214,938,67.0,0
1003,False,True,1652101214,4,0.0,4
1001,False,True,1652101215,33,2.0,5
1003,False,True,1652101215,18,1.0,4
1004,True,False,1652101215,13,0.0,13
1005,True,False,1652101215,13,0.0,13
1006,False,True,1652101215,12,0.0,12
1007,False,True,1652101215,12,0.0,12
1004,True,False,1652101216,938,67.0,0
1005,True,False,1652101216,13,0.0,13
1001,False,True,1652101216,34,2.0,6
1003,False,True,1652101216,31,2.0,3
1006,False,True,1652101216,12,0.0,12
1007,False,True,1652101216,938,67.0,0
1005,True,False,1652101217,938,67.0,0
1001,False,True,1652101217,35,2.0,7
1003,False,True,1652101217,32,2.0,4
1006,False,True,1652101217,12,0.0,12
1008,False,True,1652101217,4,0.0,4
1001,False,True,1652101218,35,2.0,7
1003,False,True,1652101218,60,4.0,4
1006,False,True,1652101218,11,0.0,11
1008,False,True,1652101218,31,2.0,3
1009,True,False,1652101218,937,66.0,13
1009,True,False,1652101219,907,64.0,11
1001,False,True,1652101219,35,2.0,7
1003,False,True,1652101219,60,4.0,4
1006,False,True,1652101219,11,0.0,11
1008,False,True,1652101219,32,2.0,4
1010,True,False,1652101219,13,0.0,13
1011,False,True,1652101219,12,0.0,12
1009,True,False,1652101220,877,62.0,9
1010,True,False,1652101220,13,0.0,13
1001,False,True,1652101220,50,3.0,8
1003,False,True,1652101220,74,5.0,4
1006,False,True,1652101220,11,0.0,11
1008,False,True,1652101220,46,3.0,4
1011,False,True,1652101220,938,67.0,0
1009,True,False,1652101221,847,60.0,7
1010,True,False,1652101221,938,67.0,0
1001,False,True,1652101221,50,3.0,8
1003,False,True,1652101221,87,6.0,3
1006,False,True,1652101221,938,67.0,0
1008,False,True,1652101221,60,4.0,4
1012,False,True,1652101221,5,0.0,5
1009,True,False,1652101222,846,60.0,6
1001,False,True,1652101222,50,3.0,8
1003,False,True,1652101222,87,6.0,3
1008,False,True,1652101222,60,4.0,4
1012,False,True,1652101222,5,0.0,5
1009,True,False,1652101223,845,60.0,5
1001,False,True,1652101223,50,3.0,8
1003,False,True,1652101223,87,6.0,3
1008,False,True,1652101223,74,5.0,4
1012,False,True,1652101223,20,1.0,6
1009,True,False,1652101224,831,59.0,5
1001,False,True,1652101224,50,3.0,8
1003,False,True,1652101224,87,6.0,3
1008,False,True,1652101224,87,6.0,3
1012,False,True,1652101224,20,1.0,6
1009,True,False,1652101225,816,58.0,4
1001,False,True,1652101225,50,3.0,8
1003,False,True,1652101225,115,8.0,3
1008,False,True,1652101225,115,8.0,3
1012,False,True,1652101225,34,2.0,6
1009,True,False,1652101226,802,57.0,4
1001,False,True,1652101226,50,3.0,8
1003,False,True,1652101226,129,9.0,3
1008,False,True,1652101226,144,10.0,4
1012,False,True,1652101226,34,2.0,6
1009,True,False,1652101227,774,55.0,4
1001,False,True,1652101227,50,3.0,8
1003,False,True,1652101227,143,10.0,3
1008,False,True,1652101227,158,11.0,4
1012,False,True,1652101227,48,3.0,6
1013,True,False,1652101227,13,0.0,13
1014,False,True,1652101227,12,0.0,12
1015,False,True,1652101227,4,0.0,4
1009,True,False,1652101228,774,55.0,4
1013,True,False,1652101228,13,0.0,13
1001,False,True,1652101228,50,3.0,8
1003,False,True,1652101228,143,10.0,3
1008,False,True,1652101228,158,11.0,4
1012,False,True,1652101228,62,4.0,6
1014,False,True,1652101228,25,1.0,11
1015,False,True,1652101228,4,0.0,4
1009,True,False,1652101229,746,53.0,4
1013,True,False,1652101229,12,0.0,12
1001,False,True,1652101229,50,3.0,8
1003,False,True,1652101229,157,11.0,3
